budget,genres,keywords,original_language,popularity,production_companies,release_date,runtime,title,vote_average,vote_count,castgrade,directorGrade,writerGrade,class
0,"['Comedy', 'Family']","['baby', 'baseball', 'scientific study', 'computer', 'genius', 'mind control', 'good vs evil', 'baby geniuses']",en,5.886228,"['Crystal Sky Worldwide', 'Triumph Films']",27/08/2004,88.0,Superbabies: Baby Geniuses 2,1.9,35,0.0,1.0,1.0,0.0
0,"['Action', 'Comedy', 'Crime']","['mistake in person', 'false identity', 'arms dealer', 'cop', 'police officer', 'dentist']",en,6.925644999999999,['New Line Cinema'],08/09/2005,83.0,The Man,5.4,133,0.0,0.0,1.0,0.0
20000000,"['Action', 'Comedy', 'Crime']",[],en,9.361460000000001,['New Line Cinema'],05/01/2007,84.0,Code Name: The Cleaner,4.7,78,0.0,0.0,1.0,0.0
20000000,['Comedy'],"['gay', 'drag queen', 'mistaken identity']",en,6.102663,['Universal Pictures'],16/04/2004,98.0,Connie and Carla,6.4,24,1.0,1.0,0.0,0.0
8000000,"['Comedy', 'Drama', 'Music', 'Romance']","['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']",en,0.7091430000000001,['Universal Pictures'],01/01/1969,149.0,Sweet Charity,6.5,15,2.0,2.0,1.0,3.0
20000000,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']","['based on novel', '1970s', 'private investigator', 'smoking marijuana', 'los angeles', '1960s']",en,45.742217,"['Ghoulardi Film Company', 'Warner Bros.', 'IAC Films']",25/12/2014,148.0,Inherent Vice,6.5,833,2.0,2.0,2.0,0.0
0,['Family'],[],en,1.682839,[],24/02/2006,85.0,Doogal,3.2,18,1.0,0.0,1.0,0.0
20000000,"['Music', 'Drama']","['musical', '3d']",en,8.237336,['Screen Gems'],21/09/2013,110.0,Battle of the Year,5.9,88,0.0,0.0,1.0,0.0
20000000,"['Comedy', 'Fantasy']","['terrorist', 'parody', 'documentary filmmaker', 'sattire']",en,2.6053740000000003,['Mpower Pictures'],03/10/2008,83.0,An American Carol,4.1,20,0.0,0.0,1.0,0.0
12000000,"['Action', 'Crime', 'Thriller']","['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']",en,29.072964000000002,"['Open Road Films', 'Overnight Films', 'AR Films', 'Aldamisa Entertainment', 'Demarest Films', '1821 Pictures', 'Quick Draw Productions']",12/09/2013,107.0,Machete Kills,5.3,631,1.0,1.0,1.0,2.0
22000000,['Horror'],"['bad boss', 'evil mother', 'revenge', 'humiliation', 'obedience']",en,1.3225280000000001,"['New Line Cinema', 'Hard Eight Pictures']",14/03/2003,100.0,Willard,5.8,82,0.0,0.0,1.0,0.0
0,['Comedy'],"['tv show', 'bigfoot']",en,4.9613059999999995,"['Paramount Pictures', 'Happy Madison Productions', 'Pelican Productions LLC']",01/02/2008,87.0,Strange Wilderness,4.7,69,0.0,0.0,1.0,0.0
0,"['Comedy', 'Drama', 'Music']","['prostitute', 'musical', 'biography', 'telephone call', 'cigar smoking', 'drink', '\xa0gilbert and sullivan', ""gilbert and sullivan's princess ida"", 'piano duet', 'lyricist', 'exhibition']",en,8.628519,"['Newmarket Capital Group', 'Goldwyn Films', 'The Greenlight Fund', 'Thin Man Films']",03/09/1999,160.0,Topsy-Turvy,6.7,41,2.0,2.0,2.0,0.0
20000000,"['Comedy', 'Drama', 'War']","['japanese', 'world war ii', 'spirituality']",en,12.232047999999999,"['Metanoia Films', 'Santa F?® Films']",23/04/2015,106.0,Little Boy,7.0,185,2.0,2.0,1.0,0.0
15000000,"['Drama', 'Thriller']","['based on novel', 'psychoanalysis', 'sigmund freud', 'biography', 'spanking', 'based on play', 'cigar smoking', 'cheating husband', 'based on true events']",en,27.133277000000003,"['Recorded Pictures Company', 'The Movie Network', 'Millbrook Pictures', 'Prospero Pictures', 'Lago Film', 'Dangerous Method Film AG']",30/09/2011,99.0,A Dangerous Method,6.2,571,2.0,2.0,1.0,2.0
8700000,"['Animation', 'Science Fiction', 'Thriller']","['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']",en,26.093042999999998,"['Thousand Words', 'Warner Independent Pictures (WIP)', 'Detour Filmproduction', 'Section Eight Productions']",25/05/2006,100.0,A Scanner Darkly,6.8,532,2.0,2.0,1.0,0.0
0,['Drama'],"['wave', 'surfing', 'sport', 'mentor protégé relationship', 'santa cruz california']",en,13.621201000000001,"['Fox 2000 Pictures', 'Walden Media']",25/10/2012,117.0,Chasing Mavericks,7.0,216,2.0,2.0,1.0,0.0
20000000,"['Action', 'Fantasy', 'Horror', 'Thriller']","['detective', 'monster', 'professor', 'island', 'museum', 'darkness', 'alien life-form', 'paranormal', 'artifact', 'slow motion scene', 'flashback sequence', 'zombie', 'based on video game', 'occultism']",en,9.292987,"['Boll Kino Beteiligungs GmbH & Co. KG', 'Brightlight Pictures', 'Herold Productions', 'Lionsgate', 'Infogrames Entertainment']",28/01/2005,96.0,Alone in the Dark,3.1,173,0.0,0.0,1.0,0.0
20000000,"['Comedy', 'Drama', 'Family', 'Music']","['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']",en,7.716606,"['Summit Entertainment', 'Goldsmith-Thomas Productions', 'Walden Media']",06/08/2009,111.0,Bandslam,5.4,126,0.0,1.0,1.0,0.0
20000000,"['Drama', 'Mystery', 'Thriller']","['loss of husband', 'reincarnation', 'friends', 'little boy', 'independent film', 'wedding']",en,7.698075,"['Fine Line Features', 'New Line Cinema', 'Lou Yi Inc.', 'Academy Films', 'March Entertainment']",08/09/2004,100.0,Birth,5.9,179,2.0,0.0,1.0,0.0
20000000,"['Crime', 'Drama', 'Thriller']","['corruption', 'capitalism', 'winter', 'american dream', 'immigrant', 'business ethics', 'truck', 'oil', 'lawyer', 'new york city', 'loan shark', 'coat', 'tunnel', '1980s', 'husband wife relationship', 'truck hijacking', 'bank loan']",en,37.629309,"['Participant Media', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'A24', 'Old Bull Pictures']",30/12/2014,125.0,A Most Violent Year,6.5,546,2.0,2.0,1.0,0.0
0,"['Drama', 'Romance', 'War', 'History']","['nurse', 'battle', 'platoon', 'veteran', 'recruitment']",en,2.405911,"['Rhombus Media', 'Damberger Film & Cattle Co', 'Whizbang Films', 'Bell Broadcast and New Media Fund']",17/10/2008,114.0,Passchendaele,6.3,26,2.0,1.0,2.0,0.0
0,['Drama'],['biography'],en,3.3502970000000003,"['Universal Pictures', 'Spyglass Entertainment', 'Strike Entertainment', 'Intermittent Productions']",07/09/2008,119.0,Flash of Genius,6.3,59,1.0,2.0,2.0,0.0
20000000,"['Drama', 'Music']","['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']",en,13.032308,"['Endgame Entertainment', 'Rising Star', 'Killer Films', 'John Wells Productions', 'Dreamachine', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Grey Water Park Productions', 'John Goldwyn Productions', 'Wells Productions']",01/10/2007,135.0,I'm Not There.,6.6,195,2.0,2.0,1.0,0.0
20000000,"['Action', 'Thriller']","['kidnapping', 'spying', 'government']",en,15.131867000000002,"['Summit Entertainment', 'Intrepid Pictures', 'Film Rites', 'Galavis Film', 'Picture Machine', 'Fria Luz Del Dia, A.I.E.']",04/04/2012,93.0,The Cold Light of Day,4.8,271,0.0,0.0,0.0,0.0
20000000,"['Adventure', 'Comedy', 'Drama', 'Romance']","['con man', 'estafa']",en,10.218307000000001,"['The Weinstein Company', 'Summit Entertainment', 'Endgame Entertainment']",09/09/2008,114.0,The Brothers Bloom,6.8,203,2.0,2.0,2.0,0.0
21000000,['Drama'],"['new york', 'man-woman relation', 'writer']",en,12.761175999999999,['Likely Story'],24/10/2008,124.0,"Synecdoche, New York",7.4,278,2.0,2.0,1.0,0.0
26500000,"['Adventure', 'Fantasy', 'Animation']","['fight', 'wolf', 'village and town', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'anime']",ja,60.732738,"['Miramax Films', 'Studio Ghibli', 'Nibariki', 'Nippon Television Network (NTV)']",12/07/1997,134.0,Princess Mononoke,8.2,1983,2.0,2.0,1.0,4.0
0,"['Comedy', 'Drama', 'Foreign']",[],fr,0.49446,[],16/04/2003,114.0,Bon voyage,5.7,20,1.0,1.0,0.0,0.0
0,"['Comedy', 'Music']","['camp', 'disco', 'woman director', 'village people']",en,6.5742850000000015,['EMI Films'],20/06/1980,124.0,Can't Stop the Music,4.9,9,0.0,0.0,0.0,0.0
2000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']","['gallows', 'australia', 'psychopath', 'outlaw', 'misanthrope', 'gang', 'shootout', 'sadist', 'brutality', 'violence', 'hideout', 'retribution', 'flogging', 'whipping', 'sunset', 'aborigine', 'savagery']",en,14.617944,"['Autonomous', 'UK Film Council', 'Surefire Film Productions', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Film Consortium', 'National Lottery through UK Film Council']",06/10/2005,104.0,The Proposition,7.1,218,2.0,2.0,1.0,3.0
20000000,['Drama'],"['american football', 'biography', 'sport', 'championship']",en,3.1029869999999997,"['Paul Schiff Productions', 'Anthem Productions']",13/11/2015,118.0,My All American,6.8,36,2.0,2.0,2.0,0.0
20000000,['Comedy'],[],en,5.65327,['Paramount Pictures'],22/08/2003,84.0,Marci X,3.3,12,1.0,0.0,0.0,0.0
20000000,"['Action', 'Science Fiction', 'Thriller']","['resistance', 'fascism', 'totalitarian regime', 'destroy', 'phasing', 'dystopia', 'book burning', 'outlaw', 'government agent']",en,44.566609,"['Dimension Films', 'Blue Tulip Productions']",06/12/2002,107.0,Equilibrium,6.9,1552,2.0,1.0,1.0,0.0
40000000,"['Drama', 'War']","['based on true story', 'duringcreditsstinger']",zh,8.978408,"['Australian Film Finance Corporation', 'Zero Fiction Film', 'Ming Productions', 'Bluewater Pictures', 'Cheerland Entertainment Organization']",03/07/2008,125.0,The Children of Huang Shi,6.5,52,1.0,1.0,1.0,0.0
0,"['Drama', 'Action', 'Thriller', 'Crime']","['corruption', 'subway', 'infiltration', 'criminal']",en,10.150993,"['Miramax Films', 'Industry Entertainment']",27/04/2000,115.0,The Yards,6.0,97,1.0,2.0,1.0,0.0
0,['Family'],[],en,0.28576,[],29/08/2012,88.0,The Oogieloves in the Big Balloon Adventure,2.2,8,0.0,0.0,0.0,0.0
10000000,"['Drama', 'Romance']","['france', 'hotel', '1970s', 'grief', 'travel', 'unhappiness', 'marriage problems', 'woman director']",en,11.267676,"['Plan B Entertainment', 'Jolie Pas', 'Pellikola']",12/11/2015,122.0,By the Sea,5.4,156,0.0,0.0,1.0,0.0
20000000,"['Animation', 'Fantasy', 'Science Fiction']","['england', 'inventor', 'ball', 'boy', 'industrial revolution', 'kugel', 'steampunk', 'energy', '19th century', 'steam']",ja,9.129808,"['Bandai Visual Company', 'Sunrise', 'Studio 4??C']",17/07/2004,126.0,Steamboy,6.4,102,2.0,2.0,1.0,0.0
0,['Drama'],['sport'],en,2.013405,"['Bristol Bay Productions', 'Baldwin Entertainment Group', 'Crusader Entertainment', 'Independent Film Channel', 'Peter Newman/Interal']",01/01/2005,101.0,The Game of Their Lives,5.8,14,0.0,0.0,1.0,0.0
0,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']","['difficult childhood', 'patriarch', 'childhood trauma', 'dysfunctional marriage']",en,20.086645,['The Weinstein Company'],03/12/2010,101.0,All Good Things,5.9,286,1.0,0.0,1.0,0.0
20000000,['Adventure'],"['in love with enemy', 'indigenous', 'island']",en,3.5819059999999996,"['Tig Productions', 'Majestic Films International', 'Warner Bros.', 'Newcomm', 'RCS']",09/09/1994,107.0,Rapa Nui,6.2,33,2.0,1.0,1.0,0.0
0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']","['little boy', 'ufo', 'extraterrestrial']",cn,12.373248,['Columbia Pictures Film Production Asia'],30/01/2008,86.0,CJ7,6.1,107,2.0,2.0,2.0,0.0
0,"['Comedy', 'Fantasy']","['mephisto', 'french revolution', 'time travel', 'leap in time', 'knight', 'wedding', 'middle ages']",fr,12.283025,"['Gaumont', 'Canal+', 'France 3 Cinema', 'Centre National de la Cin?®matographie (CNC)']",11/02/1998,118.0,The Visitors II: The Corridors of Time,5.8,221,0.0,0.0,1.0,0.0
20000000,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","['detective', 'vampire', 'supernatural', 'zombie', 'werewolf', 'ghouls']",en,10.617236,"['Hyde Park Films', 'platinum studios', 'Long Distance Films']",16/03/2011,107.0,Dylan Dog: Dead of Night,4.5,139,0.0,0.0,0.0,0.0
20000000,"['Drama', 'Thriller']","['drug addiction', 'press', 'release from prison', ""women's prison"", 'party', 'exzess', 'independent film', 'drug', 'intrigue']",en,6.377308,[],21/11/2002,100.0,People I Know,5.5,48,1.0,0.0,1.0,0.0
20000000,"['Drama', 'Fantasy']","['shakespeare', 'sword', 'island', 'frog', 'sorcery', 'banishment', 'spirit', 'storm', 'staff', 'woman director', 'sorceress', 'loincloth']",en,3.620537,"['Miramax Films', 'Touchstone Pictures']",10/12/2010,110.0,The Tempest,6.0,31,1.0,2.0,0.0,0.0
0,"['Horror', 'Mystery', 'Thriller']","['investigation', 'memory loss']",en,27.215666,"['The Weinstein Company', 'Himen??ptero', 'First Generation Films', 'Mod Producciones', 'FilmNation Entertainment', 'Telef??nica Studios']",01/10/2015,106.0,Regression,5.3,585,0.0,2.0,1.0,0.0
0,"['Action', 'History', 'Drama']","['warrior woman', 'number in title']",en,4.127155,"['Visualizer Film Productions', 'Taewon Entertainment']",03/04/2008,102.0,Three Kingdoms: Resurrection of the Dragon,6.6,35,2.0,1.0,1.0,0.0
20000000,"['Crime', 'Drama', 'Thriller']","['chicago', 'infidelity', 'man-woman relation', 'revenge']",en,13.118982999999998,"['Icon Productions', 'Infinity Features Entertainment', 'Irish Dreamtime', 'Icon Entertainment International', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Province of British Columbia Film Incentive BC', 'Butterfly Productions', 'Chum Television']",27/07/2007,95.0,Butterfly on a Wheel,6.3,130,2.0,2.0,2.0,0.0
20000000,"['Comedy', 'Animation', 'Adventure', 'Family']","['falcon', 'bird', 'origin']",en,14.182301,"['Industrial Development Corporation of South Africa', '120dB Films', 'The Department of Trade and Industry of South Africa', 'Cinema Management Group', 'The National Film and Video Foundation of SA', 'Wonderful Works', 'Triggerfish Animation']",05/06/2012,83.0,Zambezia,5.3,68,1.0,0.0,1.0,0.0
0,"['Drama', 'History']","['mathematician', 'biography', 'prodigy', 'ramanujam', 'math genius']",ta,0.416179,['Camphor Cinema'],11/07/2014,170.0,Ramanujan,5.0,3,0.0,0.0,1.0,0.0
0,['Animation'],[],en,0.48540500000000003,[],24/01/2014,98.0,Dwegons,0.5,1,0.0,0.0,0.0,0.0
20000000,['Drama'],[],en,7.444189,"['Weinstein Company, The', 'La Piedra Films', 'Fuego Films', 'Epicentral Studios']",26/08/2016,105.0,Hands of Stone,6.1,109,2.0,2.0,2.0,0.0
20000000,['Thriller'],"[""new year's eve"", 'fire', 'showdown', 'terrorist', 'embassy', 'hand grenade', 'truck', 'laboratory', 'on the run', 'orphan', 'death', 'cigarette lighter', 'microscope', 'hazmat suit']",en,33.625477000000004,"['Nu Image Films', 'Winkler Films', 'Millennium Films', 'Survivor Productions']",21/05/2015,96.0,Survivor,5.4,404,0.0,1.0,1.0,0.0
27220000,"['Thriller', 'Crime']","['gun', 'escape', 'serial killer', 'man hunt', 'hunting']",en,28.060471999999997,"['Grindstone Entertainment Group', 'Cheetah Vision', 'K5 International', 'Paradox Entertainment', 'Emmett/Furla Films', 'Picture Perfect Corporation', 'Court Five', 'Envision Entertainment', 'Valentina Films']",18/07/2013,105.0,The Frozen Ground,6.1,465,1.0,2.0,2.0,0.0
19400000,"['Drama', 'Romance']","['china', 'cholera', 'foreign aid', 'epidemic', 'loveless marriage']",en,20.746932,"['Emotion Pictures', 'The Mark Gordon Company', 'Class 5 Films', 'Yari Film Group', 'Warner China Film HG Corporation', 'Stratus Film Co.', 'WIP', 'Bob Yari Productions', 'The Colleton Company', 'Dragon Studios']",09/12/2006,125.0,The Painted Veil,7.1,312,2.0,1.0,1.0,0.0
27000000,"['Action', 'Crime', 'Drama', 'History', 'Thriller']","['terror', 'raf', '1970s']",de,7.727035000000001,"['Nouvelles ?ëditions de Films (NEF)', 'Degeto Film', 'Constantin Film Produktion', 'Westdeutscher Rundfunk (WDR)', 'Norddeutscher Rundfunk (NDR)', 'Bayerischer Rundfunk (BR)', 'Dune Films', 'G.T. Film Production']",24/09/2008,150.0,The Baader Meinhof Complex,7.1,157,2.0,2.0,1.0,0.0
22000000,"['Adventure', 'Drama', 'Western']","['countryside', 'based on novel', 'suicide attempt', 'culture clash', 'loss of family', 'deserter', 'interpreter', 'language barrier', 'self-discovery', 'dakota', 'buffalo', 'chief', 'unsociability', 'freedom', 'native american', '19th century', 'lakota']",en,45.707834999999996,"['Tig Productions', 'Majestic Films International']",09/11/1990,181.0,Dances with Wolves,7.6,1046,2.0,2.0,1.0,4.0
20000000,['Comedy'],"['classroom', 'teacher', 'school', 'workplace humor']",en,28.497242,"['Columbia Pictures', 'Mosaic Media Group']",16/05/2011,92.0,Bad Teacher,5.4,1584,0.0,0.0,1.0,4.0
19000000,"['Drama', 'Crime', 'Mystery']","['new york', 'alcohol', 'sex', 'detective', 'newspaper', 'nudity', 'suspect', 'police', 'murder', 'suspense', 'serial killer', 'neo-noir']",en,11.47316,['Universal Pictures Corporation'],15/09/1989,113.0,Sea of Love,6.7,141,2.0,0.0,1.0,4.0
19000000,['Comedy'],"['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']",en,25.28132,"['Gaylord Films', 'Warner Bros.', 'Dylan Sellers Productions', 'Clifford Werber Productions']",10/07/2004,95.0,A Cinderella Story,6.1,713,2.0,1.0,2.0,4.0
14000000,"['Crime', 'Horror', 'Mystery']","['halloween', 'gore', 'serial killer', 'slasher', 'tabloid', 'news reporter', 'self-referential', 'meta film']",en,45.996109999999994,"['Woods Entertainment', 'Dimension Films']",20/12/1996,111.0,Scream,7.0,1476,2.0,1.0,1.0,4.0
0,"['Horror', 'Thriller']","['hunter', 'nanny', 'nudity', 'collector', 'house', 'supernatural', 'hell', 'uncle', 'revenge', 'lawyer', 'inheritance', 'blood', 'psychic', 'violence', 'devil', 'trapped', 'machine', 'evil', 'glass']",en,20.392858,"['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.', '13 Ghosts Productions Canada Inc.']",26/10/2001,91.0,Thir13en Ghosts,5.4,440,0.0,0.0,1.0,0.0
19000000,"['Horror', 'Thriller']","['hotel', 'isolation', 'hotelier', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'snowed in', 'off season']",en,78.699993,"['Hawk Films', 'Warner Bros.', 'Peregrine']",22/05/1980,144.0,The Shining,8.1,3757,2.0,2.0,1.0,3.0
19000000,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']",en,76.60323299999997,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",03/07/1985,116.0,Back to the Future,8.0,6079,2.0,2.0,2.0,4.0
19000000,"['Horror', 'Mystery', 'Thriller']","['lunatic asylum', 'aftercreditsstinger']",en,13.664614000000002,"['Dark Castle Entertainment', 'Warner Bros.']",29/10/1999,93.0,House on Haunted Hill,5.5,209,0.0,0.0,1.0,3.0
0,"['Drama', 'Comedy']","['aunt', 'duringcreditsstinger']",en,2.242809,['Lions Gate Films'],11/09/2009,113.0,I Can Do Bad All By Myself,6.0,40,0.0,2.0,2.0,0.0
27000000,"['Action', 'Drama']","['new jersey', 'martial arts', 'sister', 'sport', 'murder', 'mixed martial arts', 'justice', 'underground fighting', 'gym', 'ultimate fighting championship']",en,1.224105,['Cinestyle Media Group'],22/07/2016,90.0,Fight Valley,3.9,8,0.0,0.0,1.0,0.0
19000000,"['Comedy', 'Romance', 'Drama']","['alcohol', 'single parent', 'baby', 'restaurant', 'aquarium', 'sperm', 'little boy', 'male female relationship', 'pregnant', 'artificial insemination']",en,27.494037,"['Mandate Pictures', 'Bona Fide Productions', 'Echo Films']",11/05/2010,101.0,The Switch,5.9,583,0.0,0.0,1.0,3.0
18000000,['Comedy'],"['venice', 'france', 'prison', 'fire', 'europe', 'married couple', 'honeymoon', 'castle', 'just married', 'chewing gum', 'marriage', 'police', 'vacation']",en,18.475179999999998,"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG']",09/01/2003,95.0,Just Married,5.3,404,0.0,1.0,1.0,4.0
19100000,"['Drama', 'Action', 'Thriller', 'Crime', 'War']","['palace', 'impostor', 'pervertion']",en,10.559414,"['Corrino Media Corporation', 'Corsan', 'Staccato Films']",11/02/2011,109.0,The Devil's Double,6.5,208,2.0,1.0,1.0,0.0
0,"['Animation', 'Drama', 'Family', 'Science Fiction']",[],en,1.916351,"['Destination Films', 'Isle of Man Film', 'Britt Allcroft Productions']",26/07/2000,85.0,Thomas and the Magic Railroad,4.6,8,1.0,0.0,1.0,0.0
20000000,"['Mystery', 'Horror', 'Action']","['terror', 'biological weapon', 'cover-up', 'splatter', 'duringcreditsstinger', 'virus']",en,28.867568,"['Penn Station Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Overture Films']",26/02/2010,101.0,The Crazies,6.2,633,2.0,0.0,1.0,3.0
15000000,"['Fantasy', 'Adventure', 'Animation', 'Family']","['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']",ja,118.968562,['Studio Ghibli'],20/07/2001,125.0,Spirited Away,8.3,3840,2.0,2.0,1.0,4.0
0,"['Action', 'Crime']","['robbery', 'street war', 'gun battle', 'rogue cop']",zh,3.3769669999999996,"['Focus Films', 'Sil-Metropole Organisation', 'Edko Films']",12/12/2013,110.0,Firestorm,5.9,43,0.0,0.0,0.0,0.0
25000000,"['Action', 'Drama', 'History']","['female nudity', 'exotic island', 'mutiny', 'lake', 'nudity', 'sailing', 'ship', 'adventure', 'tahiti', 'murder', 'pregnancy', 'great barrier reef', 'sailor', 'native peoples', 'storm at sea', 'whipping', 'british sailor', 'based on true events', 'fiji']",en,7.436491,['Dino De Laurentiis Company'],04/05/1984,132.0,The Bounty,6.5,108,2.0,1.0,1.0,0.0
0,['Drama'],"['world war ii', 'book', 'nazi germany', 'jewish']",en,57.84156,"['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']",08/11/2013,131.0,The Book Thief,7.4,1486,2.0,2.0,2.0,0.0
19000000,"['Comedy', 'Adventure', 'Romance']","['sex', 'jealousy', 'virgin', 'nudity', 'community', 'friendship', 'high school', 'road trip', 'friends', 'romance', 'redneck', 'loss of virginity', 'hitchhiker', 'teen movie', 'boyfriend', 'pickup', 'knoxville']",en,17.952817,"['Summit Entertainment, LLC', 'Alloy Entertainment', 'Goldcrest Pictures']",16/10/2008,109.0,Sex Drive,6.0,342,0.0,0.0,1.0,0.0
19000000,"['Romance', 'Comedy']","['taxi', 'bar', 'wales', 'marriage proposal', 'airplane', 'pub', 'cow', 'wedding ring', 'wedding', 'proposal', 'cardiologist', 'ireland', 'cliffs']",en,21.959742000000002,"['Universal Pictures', 'Spyglass Entertainment', 'Octagon Films', 'BenderSpink', 'Birnbaum / Barber Productions']",08/01/2010,100.0,Leap Year,6.4,465,2.0,2.0,2.0,2.0
19000000,"['Drama', 'History']","['roman empire', 'ancient rome']",en,4.229941999999999,"['Paramount Pictures', 'Samuel Bronston Productions']",24/03/1964,188.0,The Fall of the Roman Empire,6.0,33,0.0,1.0,0.0,0.0
19000000,"['Comedy', 'Drama', 'Romance']","['becoming an adult', 'lie', 'night', 'sister', 'job', 'party', 'friends', 'deception', 'best friend']",en,11.766564,"['Imagine Entertainment', 'Rogue Pictures', 'Relativity Media', 'Internationale Filmproduktion Blackbird Dritte']",04/03/2011,97.0,Take Me Home Tonight,6.2,208,1.0,2.0,1.0,0.0
0,['Drama'],['based on true story'],en,2.3662509999999997,"['Gran Via Productions', 'Walden Media', 'Lemodeln Model & Talent Agency']",28/09/2012,121.0,Won't Back Down,5.8,40,1.0,0.0,1.0,0.0
19000000,"['Family', 'Fantasy', 'Music']",['ballet'],en,0.068228,['Warner Bros. Family Entertainment'],24/11/1993,93.0,The Nutcracker,5.6,5,0.0,0.0,1.0,0.0
18000000,"['Thriller', 'Drama', 'Music', 'Crime']","['politician', 'kansas city', 'election', 'jazz music']",en,5.380733,"['Fine Line Features', 'CiBy 2000', 'Sandcastle 5 Productions']",16/08/1996,116.0,Kansas City,6.1,12,2.0,2.0,2.0,0.0
0,['Drama'],"['based on novel', 'jewish life', 'ohio', '1950s']",en,5.625989,['Likely Story'],29/07/2016,110.0,Indignation,6.8,69,2.0,2.0,1.0,0.0
19000000,"['Horror', 'Thriller', 'Drama']","['holy water', 'long island', 'remake', 'family dinner', 'paranormal', 'violence', 'wood chopping', 'backwards', 'tortured to death', 'moving in', 'based on supposedly true story']",en,30.205942999999998,"['Platinum Dunes', 'Dimension Films', 'Metro-Goldwyn-Mayer (MGM)', 'Radar Pictures']",15/04/2005,90.0,The Amityville Horror,6.0,588,0.0,0.0,1.0,4.0
19000000,"['Comedy', 'Crime', 'Drama']","['alligator', 'marriage crisis', ""writer's block"", 'orchid']",en,26.441669,"['Beverly Detroit', 'Propaganda Films', 'Clinica Estetico', 'Intermedia', 'Good Machine', 'Magnet Productions']",06/12/2002,114.0,Adaptation.,7.3,638,2.0,2.0,1.0,2.0
15000000,['Horror'],"['cage', 'dystopia', 'survivor', 'zombie', 'zombie apocalypse']",en,15.262492000000002,"['Universal Pictures', 'Atmosphere Entertainment MM', 'Romero-Grunwald Productions', 'Exception Wild Bunch']",24/06/2005,93.0,Land of the Dead,6.0,381,0.0,1.0,1.0,4.0
0,['Action'],[],cn,1.583918,"['Sun Entertainment Culture', 'Universe Entertainment']",10/03/2013,107.0,Out of Inferno,5.8,11,0.0,0.0,0.0,0.0
18500000,"['Adventure', 'Drama', 'Comedy']","['gonzo journalist', 'sweaty face', 'fake identity', 'wedding chapel', 'grapefruit', 'cadillac convertible', 'gibberish', 'corvette stingray', 'police convention']",en,44.511363,"['Universal Pictures', 'Summit Entertainment', 'Rhino Films', 'Fear and Loathing LLC', 'Shark Productions']",22/05/1998,118.0,Fear and Loathing in Las Vegas,7.2,1301,2.0,2.0,1.0,0.0
18500000,"['Comedy', 'Romance', 'Fantasy']",[],en,16.665841,"['Media Rights Capital', 'Lin Pictures', 'Warner Bros.', 'Wintergreen Productions', 'Lynda Obst Productions', '1821 Pictures', 'Radar Pictures']",13/09/2009,100.0,The Invention of Lying,6.0,518,1.0,0.0,0.0,2.0
